Card,Quantity,Pilot,Archetype,Event,Date Posted,Main/Sideboard,Mana Value,Mana Cost,Colours,Most Recent Printing,Card Text,Type Line,Price EUR,Price USD,Rarity
"Takenuma, Abandoned Mire",1,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2022-02-18,"{T}: Add {B}.
Channel — {3}{B}, Discard Takenuma, Abandoned Mire: Mill three cards, then return a creature or planeswalker card from your graveyard to your hand. This ability costs {1} less to activate for each legendary creature you control.",Legendary Land,6.71,4.53,rare
Mayhem Devil,4,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{1}{B}{R},"['B', 'R']",2019-05-03,"Whenever a player sacrifices a permanent, Mayhem Devil deals 1 damage to any target.",Creature — Devil,2.57,2.98,uncommon
"Sokenzan, Crucible of Defiance",1,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2022-02-18,"{T}: Add {R}.
Channel — {3}{R}, Discard Sokenzan, Crucible of Defiance: Create two 1/1 colorless Spirit creature tokens. They gain haste until end of turn. This ability costs {1} less to activate for each legendary creature you control.",Legendary Land,3.38,3.11,rare
"Urborg, Tomb of Yawgmoth",1,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2021-03-19,Each land is a Swamp in addition to its other land types.,Legendary Land,24.74,28.49,rare
Fable of the Mirror-Breaker,4,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,3.0,{2}{R},['R'],2022-02-18,,Enchantment — Saga // Enchantment Creature — Goblin Shaman,27.45,22.15,rare
Cauldron Familiar,3,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{B},['B'],2019-10-04,"A-Cauldron Familiar can't block.
When Cauldron Familiar enters the battlefield, each opponent loses 1 life and you gain 1 life.
Sacrifice a Food: Return Cauldron Familiar from your graveyard to the battlefield.",Creature — Cat,,,uncommon
Thoughtseize,4,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{B},['B'],2020-08-07,Target player reveals their hand. You choose a nonland card from it. That player discards that card. You lose 2 life.,Sorcery,19.95,16.4,rare
Sulfurous Springs,2,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2022-09-09,"{T}: Add {C}.
{T}: Add {B} or {R}. Sulfurous Springs deals 1 damage to you.",Land,3.46,3.1,rare
Blackcleave Cliffs,3,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2023-02-03,"Blackcleave Cliffs enters the battlefield tapped unless you control two or fewer other lands.
{T}: Add {B} or {R}.",Land,4.28,2.44,rare
Swamp,1,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2016-09-02,"({T}: Add {B}.)
Leechridden Swamp enters the battlefield tapped.
{B}, {T}: Each opponent loses 1 life. Activate only if you control two or more black permanents.",Land — Swamp,0.39,0.95,uncommon
Hive of the Eye Tyrant,2,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2021-07-23,"If you control two or more other lands, Hive of the Eye Tyrant enters the battlefield tapped.
{T}: Add {B}.
{3}{B}: Until end of turn, Hive of the Eye Tyrant becomes a 3/3 black Beholder creature with menace and ""Whenever this creature attacks, exile target card from defending player's graveyard."" It's still a land.",Land,7.25,3.88,rare
Unlucky Witness,3,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{R},['R'],2022-04-29,"When Unlucky Witness dies, exile the top two cards of your library. Until your next end step, you may play one of those cards.",Creature — Human Citizen,0.25,0.1,uncommon
Bloodtithe Harvester,4,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,2.0,{B}{R},"['B', 'R']",2021-11-19,"When Bloodtithe Harvester enters the battlefield, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")
{T}, Sacrifice Bloodtithe Harvester: Target creature gets -X/-X until end of turn, where X is twice the number of Blood tokens you control. Activate only as a sorcery.",Creature — Vampire,0.31,0.3,uncommon
Deadly Dispute,4,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,2.0,{1}{B},['B'],2022-06-10,"As an additional cost to cast this spell, sacrifice an artifact or creature.
Draw two cards and create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",Instant,2.95,1.22,common
Blood Crypt,4,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2019-01-25,"({T}: Add {B} or {R}.)
As Blood Crypt enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",Land — Swamp Mountain,16.81,16.75,rare
Den of the Bugbear,2,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2021-07-23,"If you control two or more other lands, Den of the Bugbear enters the battlefield tapped.
{T}: Add {R}.
{3}{R}: Until end of turn, Den of the Bugbear becomes a 3/2 red Goblin creature with ""Whenever this creature attacks, create a 1/1 red Goblin creature token that's tapped and attacking."" It's still a land.",Land,8.46,5.31,rare
Witch's Oven,4,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{1},[],2019-10-04,"{T}, Sacrifice a creature: Create a Food token. If the sacrificed creature's toughness was 4 or greater, create two Food tokens instead. (They're artifacts with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")",Artifact,0.75,1.06,uncommon
Blightstep Pathway,4,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,0.0,,['L'],2023-05-08,,Land // Land,,2.95,rare
"Kroxa, Titan of Death's Hunger",1,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,2.0,{B}{R},"['B', 'R']",2020-01-24,"When Kroxa enters the battlefield, sacrifice it unless it escaped.
Whenever Kroxa enters the battlefield or attacks, each opponent discards a card, then each opponent who didn't discard a nonland card this way loses 3 life.
Escape—{B}{B}{R}{R}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",Legendary Creature — Elder Giant,5.65,3.81,mythic
Claim the Firstborn,3,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{R},['R'],2019-10-04,Gain control of target creature with mana value 3 or less until end of turn. Untap that creature. It gains haste until end of turn.,Sorcery,0.29,0.12,uncommon
Fatal Push,4,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Mainboard,1.0,{B},['B'],2020-08-07,"Destroy target creature if it has mana value 2 or less.
Revolt — Destroy that creature if it has mana value 4 or less instead if a permanent you controlled left the battlefield this turn.",Instant,1.4,2.0,uncommon
Furnace Reins,3,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Sideboard,3.0,{2}{R},['R'],2023-04-21,"Gain control of target creature until end of turn. Untap that creature. Until end of turn, it gains haste and ""Whenever this creature deals combat damage to a player or battle, create a Treasure token."" (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",Sorcery,0.17,0.07,uncommon
"Ob Nixilis, the Adversary",2,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Sideboard,3.0,{1}{B}{R},"['B', 'R']",2022-04-29,"Casualty X. The copy isn't legendary and has starting loyalty X. (As you cast this spell, you may sacrifice a creature with power X. When you do, copy this spell. The copy becomes a token.)
+1: Each opponent loses 2 life unless they discard a card. If you control a Demon or Devil, you gain 2 life.
−2: Create a 1/1 red Devil creature token with ""When this creature dies, it deals 1 damage to any target.""
−7: Target player draws seven cards and loses 7 life.",Legendary Planeswalker — Nixilis,6.72,4.49,mythic
Damping Sphere,2,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{2},[],2018-04-27,"If a land is tapped for two or more mana, it produces {C} instead of any other type and amount.
Each spell a player casts costs {1} more to cast for each other spell that player has cast this turn.",Artifact,0.33,0.29,uncommon
Rending Volley,2,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Sideboard,1.0,{R},['R'],2015-03-27,"This spell can't be countered.
Rending Volley deals 4 damage to target white or blue creature.",Instant,2.89,3.2,uncommon
Duress,2,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Sideboard,1.0,{B},['B'],2023-02-03,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",Sorcery,0.13,0.03,common
Kolaghan's Command,2,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Sideboard,3.0,{1}{B}{R},"['B', 'R']",2022-07-08,"Choose two —
• Return target creature card from your graveyard to your hand.
• Target player discards a card.
• Destroy target artifact.
• Kolaghan's Command deals 2 damage to any target.",Instant,3.37,1.6,rare
Unlicensed Hearse,1,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Sideboard,2.0,{2},[],2022-04-29,"{T}: Exile up to two target cards from a single graveyard.
Unlicensed Hearse's power and toughness are each equal to the number of cards exiled with it.
Crew 2",Artifact — Vehicle,12.23,5.31,rare
"Jegantha, the Wellspring",1,Pilot 48,Rakdos Sacrifice,Dreamhack Magic Showdown,2023-06-07,Sideboard,5.0,{4}{R/G},"['G', 'R']",2020-04-24,"Companion — No card in your starting deck has more than one of the same mana symbol in its mana cost. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} as a sorcery.)
{T}: Add {W}{U}{B}{R}{G}. This mana can't be spent to pay generic mana costs.",Legendary Creature — Elemental Elk,1.15,0.83,rare
Power Word Kill,2,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,2.0,{1}{B},['B'],2021-07-23,"Destroy target non-Angel, non-Demon, non-Devil, non-Dragon creature.",Instant,0.1,0.16,uncommon
Duress,1,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,1.0,{B},['B'],2023-02-03,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",Sorcery,0.13,0.03,common
"Sokenzan, Crucible of Defiance",1,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,0.0,,['L'],2022-02-18,"{T}: Add {R}.
Channel — {3}{R}, Discard Sokenzan, Crucible of Defiance: Create two 1/1 colorless Spirit creature tokens. They gain haste until end of turn. This ability costs {1} less to activate for each legendary creature you control.",Legendary Land,3.38,3.11,rare
Haunted Ridge,4,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,0.0,,['L'],2021-09-24,"Haunted Ridge enters the battlefield tapped unless you control two or more other lands.
{T}: Add {B} or {R}.",Land,14.93,10.6,rare
Castle Locthwain,3,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,0.0,,['L'],2022-06-10,"Castle Locthwain enters the battlefield tapped unless you control a Swamp.
{T}: Add {B}.
{1}{B}{B}, {T}: Draw a card, then you lose life equal to the number of cards in your hand.",Land,3.76,1.97,rare
Graveyard Trespasser,3,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,3.0,{2}{B},['B'],2021-09-24,,Creature — Human Werewolf // Creature — Werewolf,1.79,0.74,rare
"Kroxa, Titan of Death's Hunger",2,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,2.0,{B}{R},"['B', 'R']",2020-01-24,"When Kroxa enters the battlefield, sacrifice it unless it escaped.
Whenever Kroxa enters the battlefield or attacks, each opponent discards a card, then each opponent who didn't discard a nonland card this way loses 3 life.
Escape—{B}{B}{R}{R}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",Legendary Creature — Elder Giant,5.65,3.81,mythic
Bonecrusher Giant,4,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,3.0,{2}{R},['R'],2022-06-10,,Creature — Giant // Instant — Adventure,0.48,0.41,rare
Fable of the Mirror-Breaker,4,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,3.0,{2}{R},['R'],2022-02-18,,Enchantment — Saga // Enchantment Creature — Goblin Shaman,27.45,22.15,rare
Bloodtithe Harvester,4,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,2.0,{B}{R},"['B', 'R']",2021-11-19,"When Bloodtithe Harvester enters the battlefield, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")
{T}, Sacrifice Bloodtithe Harvester: Target creature gets -X/-X until end of turn, where X is twice the number of Blood tokens you control. Activate only as a sorcery.",Creature — Vampire,0.31,0.3,uncommon
Blightstep Pathway,4,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,0.0,,['L'],2023-05-08,,Land // Land,,2.95,rare
Go for the Throat,1,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,2.0,{1}{B},['B'],2023-04-21,Destroy target nonartifact creature.,Instant,0.23,0.26,uncommon
Swamp,4,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,0.0,,['L'],2016-09-02,"({T}: Add {B}.)
Leechridden Swamp enters the battlefield tapped.
{B}, {T}: Each opponent loses 1 life. Activate only if you control two or more black permanents.",Land — Swamp,0.39,0.95,uncommon
Hive of the Eye Tyrant,2,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,0.0,,['L'],2021-07-23,"If you control two or more other lands, Hive of the Eye Tyrant enters the battlefield tapped.
{T}: Add {B}.
{3}{B}: Until end of turn, Hive of the Eye Tyrant becomes a 3/3 black Beholder creature with menace and ""Whenever this creature attacks, exile target card from defending player's graveyard."" It's still a land.",Land,7.25,3.88,rare
Reckoner Bankbuster,2,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,2.0,{2},[],2022-02-18,"Reckoner Bankbuster enters the battlefield with three charge counters on it.
{2}, {T}, Remove a charge counter from Reckoner Bankbuster: Draw a card. Then if there are no charge counters on Reckoner Bankbuster, create a Treasure token and a 1/1 colorless Pilot creature token with ""This creature crews Vehicles as though its power were 2 greater.""
Crew 3",Artifact — Vehicle,4.54,3.08,rare
Dreadbore,1,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,2.0,{B}{R},"['B', 'R']",2017-06-16,Destroy target creature or planeswalker.,Sorcery,3.5,3.6,rare
Den of the Bugbear,1,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,0.0,,['L'],2021-07-23,"If you control two or more other lands, Den of the Bugbear enters the battlefield tapped.
{T}: Add {R}.
{3}{R}: Until end of turn, Den of the Bugbear becomes a 3/2 red Goblin creature with ""Whenever this creature attacks, create a 1/1 red Goblin creature token that's tapped and attacking."" It's still a land.",Land,8.46,5.31,rare
Blood Crypt,4,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,0.0,,['L'],2019-01-25,"({T}: Add {B} or {R}.)
As Blood Crypt enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",Land — Swamp Mountain,16.81,16.75,rare
Fatal Push,4,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,1.0,{B},['B'],2020-08-07,"Destroy target creature if it has mana value 2 or less.
Revolt — Destroy that creature if it has mana value 4 or less instead if a permanent you controlled left the battlefield this turn.",Instant,1.4,2.0,uncommon
"Sheoldred, the Apocalypse",3,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,4.0,{2}{B}{B},['B'],2022-09-09,"Deathtouch
Whenever you draw a card, you gain 2 life.
Whenever an opponent draws a card, they lose 2 life.",Legendary Creature — Phyrexian Praetor,62.58,63.17,mythic
Thoughtseize,4,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,1.0,{B},['B'],2020-08-07,Target player reveals their hand. You choose a nonland card from it. That player discards that card. You lose 2 life.,Sorcery,19.95,16.4,rare
Blackcleave Cliffs,2,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Mainboard,0.0,,['L'],2023-02-03,"Blackcleave Cliffs enters the battlefield tapped unless you control two or fewer other lands.
{T}: Add {B} or {R}.",Land,4.28,2.44,rare
Pithing Needle,1,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Sideboard,1.0,{1},[],2022-07-08,"As Pithing Needle enters the battlefield, choose a card name.
Activated abilities of sources with the chosen name can't be activated unless they're mana abilities.",Artifact,1.09,0.87,rare
Reckoner Bankbuster,1,Pilot 1,Rakdos Midrange,F2F Tour Championship,2023-06-07,Sideboard,2.0,{2},[],2022-02-18,"Reckoner Bankbuster enters the battlefield with three charge counters on it.
{2}, {T}, Remove a charge counter from Reckoner Bankbuster: Draw a card. Then if there are no charge counters on Reckoner Bankbuster, create a Treasure token and a 1/1 colorless Pilot creature token with ""This creature crews Vehicles as though its power were 2 greater.""
Crew 3",Artifact — Vehicle,4.54,3.08,rare
